PremiseID,PremisesName,AltPremisesName,Customer,TenancyUnitShopOrLevel,BuildingType,StreetNumber,StreetName,Suburb,State,Postcode,Latitude,Longitude,RatingReferenceNumber,RatingType,RatingScope,CertificateValidTo,EnergyStarRatingValue,EnergyGPStarRatingValueNoGP,SectorComparisonDial,RatingProgressMetricForEnergyWithoutGreenPower,EnergyGreenPowerPercent,EnergyGreenPower,WasteStarRatingValue,IEQStarRatingValue,GHGEmissionsScope123WithRenewableElectricity,GHGEmissionsScope123WithoutRenewableElectricity,GHGEmissionsScope123PerM2WithRenewableElectricity,GHGEmissionsScope123PerM2WithoutRenewableElectricity,EnergyIntensity,GHGEmissionsScope123PerRoom,GHGEmissionsScope123PerRoomNoGP,TotalEnergyUse,CarbonNeutral,CarbonNeutralExpiryDate,WaterStarRatingValue,WaterStarRatingValueNoRW,RatingProgressMetricForWaterWithoutRecycledWater,RatingProgressMetricForWaterWithRecycledWater,WaterRecycledPercent,WaterRecycled,WaterConsumption,WaterConsumptionWoRW,WaterIntensity,WaterIntensityNoRW,ThermalComfortScore,AirQualityScore,AcousticComfortScore,LightingScore,OfficeLayoutScore,RecycleRate,WasteIntensity,MainRatingAttribute,AAAStarRatingValue,DataCentre_PUE,HospitalPeerGroup,RetailStoreCategory,School_SubSector,School_Remoteness,RatedElectricity,RatedGas,SchoolRatedLPG,GasAndLPG_REI%,RatedDiesel,Diesel_REI%,REIResult_%,REIResult1dp_%,TotalRenewableElectricity_kWh,NonRenewableElectricity_kWh,NonRenewableElectricity_REI%,OnsitePVCapacity_kW,OnsiteRenewableElectricity_kWh,OnsiteRenewableElectricity_REI%,RETandStateTerritoryTargets_kWh,RETandStateTerritorytargets_REI%,GreenPower_kWh,GreenPower_REI%,OtherVoluntaryPurchases_kWh,OtherVoluntaryPurchases_REI%,EmbodiedCarbonStarRating,RatingProgressMetricForEmbodiedCarbon,CarbonIntensityPerM2,TotalEmissionsA1-A5,TotalStoredEmissions_KGCO2e,TotalStoredEmissions_%,TotalOffsetEmissions_KGCO2e,TotalOffsetEmissions_%
P1419,201 Leichhardt St,201 Leichhardt St,CLARENCE PROPERTY CORPORATION LIMITED AS TRUSTEE FOR WESTLAWN PROPERTY TRUST,,Office,="201",Leichhardt Street,SPRING HILL,QLD,4000,-27.46210138,153.02647689,OF37539,Energy,Base Building,30/05/2026,3.50,3.50,,3.6,0.00,NO,,,269261.29,319560.43,90.76,107.71,449.00,,,1332199.56,NO,,,,,,,,,,,,,,,,,,,2966.59,,,,,,,359279.60,0.00,,0.00,1005.00,2.90,18.00,17.90,66394.87,292884.73,79.10,,0.00,0.00,66394.87,17.90,0.00,0.00,0.00,0.00,,,,,,,,,
P1419,201 Leichhardt St,201 Leichhardt St,CLARENCE PROPERTY CORPORATION LIMITED AS TRUSTEE FOR WESTLAWN PROPERTY TRUST,,Office,="201",Leichhardt Street,SPRING HILL,QLD,4000,-27.46210138,153.02647689,OF37539,Water,Base Building,30/05/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,4.8,4.8,0.00,NO,1251.470,1251.470,0.420,0.420,,,,,,,,2966.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1420,184 Adelaide Terrace,184 Adelaide Terrace,Mary Donald Nominees Pty Ltd,,Office,="184",Adelaide Terrace,EAST PERTH,WA,6004,-31.95893000,115.87066000,OF33168,Energy,Whole Building,02/09/2025,4.00,4.00,,4.0,0.00,NO,,,208584.48,194490.93,118.80,110.77,577.00,,,1014735.31,NO,,,,,,,,,,,,,,,,,,,1755.76,,,,,,,281870.92,0.00,,0.00,0.00,0.00,19.00,18.70,52736.66,229134.25,81.30,,0.00,0.00,52736.66,18.70,0.00,0.00,0.00,0.00,,,,,,,,,
P1421,72 Nerang Street,72 Nerang Street,LVJIAN AUSTRALIA INVESTMENT PTY LTD,,Office,="72",Nerang Street,SOUTHPORT,QLD,4215,-27.96958803,153.41168508,OF38231,Energy,Base Building,06/04/2026,5.00,5.00,,5.2,0.00,NO,,,116376.25,138393.37,57.92,68.87,281.00,,,566154.72,NO,,,,,,,,,,,,,,,,,,,2009.40,,,,,,,157265.20,0.00,,0.00,0.00,0.00,18.00,18.50,29062.61,128202.59,81.50,,0.00,0.00,29062.61,18.50,0.00,0.00,0.00,0.00,,,,,,,,,
P1422,10A Julius Ave NORTH RYDE,10A Julius Ave NORTH RYDE,ESR INVESTMENT NOMINEES 3 (AUSTRALIA) PTY LTD,,Office,="10a",Julius Avenue,NORTH RYDE,NSW,2113,-33.79930420,151.14195406,OF33484,Energy,Base Building,21/01/2026,6.00,2.50,,2.5,100.00,YES,,,0.00,163852.31,0.00,125.82,620.00,,,808038.79,NO,,,,,,,,,,,,,,,,,,,1302.20,,,,,,,224455.22,0.00,,0.00,0.00,0.00,100.00,100.00,224455.22,0.00,0.00,,0.00,0.00,0.00,0.00,224455.22,100.00,0.00,0.00,,,,,,,,,
P1422,10A Julius Ave NORTH RYDE,10A Julius Ave NORTH RYDE,ESR INVESTMENT NOMINEES 3 (AUSTRALIA) PTY LTD,,Office,="10a",Julius Avenue,NORTH RYDE,NSW,2113,-33.79930420,151.14195406,OF33484,Water,Base Building,21/01/2026,,,,,100.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,3.50,3.50,3.8,3.8,0.00,NO,967.810,967.810,0.740,0.740,,,,,,,,1302.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1423,420 George Street,,INVESTA ASSET MANAGEMENT PTY LIMITED,,Office,="420",George Street,SYDNEY,NSW,2000,-33.86964735,151.20762363,N69846,Indoor environment,Base Building,03/07/2026,,,,,0.00,,,5.50,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,89.70,77.70,94.40,0.00,0.00,,,33022.10,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1423,420 George Street,420 George Street,INVESTA ASSET MANAGEMENT PTY LIMITED,,Office,="420",George Street,SYDNEY,NSW,2000,-33.86964735,151.20762363,OF40865,Energy,Base Building,21/05/2026,6.00,5.00,,5.4,72.55,YES,,,119648.90,1478032.02,4.04,49.91,287.00,,,8516346.42,NO,,,,,,,,,,,,,,,,,,,29611.44,,,,,,,1860798.80,1721897.14,,20.20,2476.00,1.10,79.00,78.70,1860798.80,0.00,0.00,,0.00,0.00,0.00,0.00,1350068.45,57.10,510730.35,21.60,,,,,,,,,
P1423,420 George Street,420 George Street,INVESTA ASSET MANAGEMENT PTY LIMITED,,Office,="420",George Street,SYDNEY,NSW,2000,-33.86964735,151.20762363,OF40865,Water,Base Building,21/05/2026,,,,,72.55,,,,0.00,0.00,0.00,0.00,,,,,NO,,5.00,5.00,5.0,5.0,0.00,NO,9804.820,9804.820,0.330,0.330,,,,,,,,29611.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1423,420 George Street,420 George Street,INVESTA ASSET MANAGEMENT PTY LIMITED,L30-31,Office,="420",George Street,SYDNEY,NSW,2000,-33.86964735,151.20762363,OF41994,Energy,Tenancy,30/07/2026,,5.00,,5.1,0.00,NO,,,100906.03,99542.43,58.00,57.21,282.00,,,490894.20,NO,,,,,,,,,,,,,,,,,,,1739.90,,,,,,,136359.50,0.00,,0.00,0.00,0.00,18.00,18.30,24916.02,111443.48,81.70,,0.00,0.00,24916.02,18.30,0.00,0.00,0.00,0.00,,,,,,,,,
P1424,CENTRELINK - GYMPIE,CENTRELINK - GYMPIE,Sandran Pty Ltd,,Office,="27",O'Connell Street,GYMPIE,QLD,4570,-26.18739420,152.66166164,OF41228,Energy,Base Building,11/06/2026,4.50,4.50,,4.7,0.00,NO,,,181476.99,215810.46,88.71,105.49,431.00,,,882861.01,NO,,,,,,,,,,,,,,,,,,,2045.76,,,,,,,245239.17,0.00,,0.00,0.00,0.00,18.00,18.50,45320.20,199918.97,81.50,,0.00,0.00,45320.20,18.50,0.00,0.00,0.00,0.00,,,,,,,,,
P1425,Chifley Business Park Pod 1,Chifley Business Park Pod 1,Goodman Property Services (Aust) Pty Limited,,Office,="1a",Joseph Avenue,MOORABBIN AIRPORT,VIC,3194,-37.97248460,145.10894781,OF33910,Energy,Whole Building,27/10/2025,4.50,4.00,,4.3,11.01,YES,,,209315.50,281378.99,90.31,121.39,508.00,,,1177865.56,NO,,,,,,,,,,,,,,,,,,,2317.80,,,,,,,327184.88,0.00,,0.00,0.00,0.00,30.00,29.70,97280.97,229903.91,70.30,,0.00,0.00,61253.30,18.70,36027.67,11.00,0.00,0.00,,,,,,,,,
P1426,St Martins Centre,St Martins Centre,St Martins Centre Pty Ltd,,Office,="44",St Georges Terrace,PERTH,WA,6000,-31.95503549,115.85905375,OF38440,Energy,Whole Building,21/04/2026,0.00,0.00,,0.0,0.00,NO,,,4564815.89,4265564.39,644.95,602.66,3387.00,,,23978970.00,NO,,,,,,,,,,,,,,,,,,,7077.80,,,,,,,5985030.00,2415492.00,,10.10,450.00,0.10,17.00,16.60,1106033.54,4878996.46,73.20,,0.00,0.00,1106033.54,16.60,0.00,0.00,0.00,0.00,,,,,,,,,
P1426,St Martins Centre,St Martins Centre,St Martins Centre Pty Ltd,,Office,="44",St Georges Terrace,PERTH,WA,6000,-31.95503549,115.85905375,OF38440,Water,Whole Building,21/04/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,0.00,0.00,0.0,0.0,0.00,NO,13380.220,13380.220,1.890,1.890,,,,,,,,7077.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1428,St Martins Centre,St Martins Centre,St Martins Centre Pty Ltd,,Office,="40",St Georges Terrace,PERTH,WA,6000,-31.95541180,115.85961630,OF38438,Energy,Whole Building,21/04/2026,0.00,0.00,,0.0,0.00,NO,,,4564815.89,4265564.39,1440.28,1345.85,7565.00,,,23978970.00,NO,,,,,,,,,,,,,,,,,,,3169.40,,,,,,,5985030.00,2415492.00,,10.10,450.00,0.10,17.00,16.60,1106033.54,4878996.46,73.20,,0.00,0.00,1106033.54,16.60,0.00,0.00,0.00,0.00,,,,,,,,,
P1428,St Martins Centre,St Martins Centre,St Martins Centre Pty Ltd,,Office,="40",St Georges Terrace,PERTH,WA,6000,-31.95541180,115.85961630,OF38438,Water,Whole Building,21/04/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,3.50,3.50,3.6,3.6,0.00,NO,2135.000,2135.000,0.670,0.670,,,,,,,,3169.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1432,102 Albert Road,102 Albert Road,The Trustee for GLOBAL ATLANTIC UNIT TRUST,,Office,="102",Albert Road,SOUTH MELBOURNE,VIC,3205,-37.83553536,144.97020525,OF41890,Energy,Base Building,16/07/2026,,4.00,,4.2,0.00,NO,,,66014.71,76719.80,44.76,52.02,217.00,,,321152.65,NO,,,,,,,,,,,,,,,,,,,1474.70,,,,,,,89209.07,0.00,,0.00,0.00,0.00,18.00,18.30,16318.66,72890.41,81.70,,0.00,0.00,16318.66,18.30,0.00,0.00,0.00,0.00,,,,,,,,,
P14328,Forster Education Office,Forster Education Office,Property and Development NSW,,Office,="3",MIDDLE ST,FORSTER,NSW,2428,-32.18363149,152.51462129,N71016,Indoor environment,Base Building,26/05/2026,,,,,0.00,,,3.50,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,40.00,81.80,85.90,0.00,0.00,,,879.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14328,Forster Education Office,Forster Education Office,Property and Development NSW,,Office,="3",MIDDLE ST,FORSTER,NSW,2428,-32.18363149,152.51462129,N71132,Waste,Base Building,24/06/2026,,,,,0.00,,3.50,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,53.00,11.15,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14328,Forster Education Office,Forster Education Office,Property and Development NSW,,Office,="3",MIDDLE ST,FORSTER,NSW,2428,-32.18363149,152.51462129,OF36042,Water,Whole Building,04/12/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,5.00,5.00,5.2,5.2,0.00,NO,252.950,252.950,0.280,0.280,,,,,,,,879.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14329,470 ST PAULS TCE FORTITUDE VALLEY,470 ST PAULS TCE FORTITUDE VALLEY,The Trust Company (Australia) Limited,,Office,="470",ST PAULS TCE,FORTITUDE VALLEY,QLD,4006,-27.45347539,153.03365301,OF37634,Energy,Base Building,22/04/2026,6.00,5.00,,5.1,99.70,YES,,,11866.71,994772.85,0.96,80.44,338.00,,,4190041.47,NO,,,,,,,,,,,,,,,,,,,12365.68,,,,,,,1116938.80,107699.37,,2.40,1589.70,1.40,96.00,96.20,1196951.11,0.00,0.00,66.12,80012.31,6.40,3303.27,0.30,1113635.53,89.50,0.00,0.00,,,,,,,,,
P14329,470 ST PAULS TCE FORTITUDE VALLEY,470 ST PAULS TCE FORTITUDE VALLEY,The Trust Company (Australia) Limited,,Office,="470",ST PAULS TCE,FORTITUDE VALLEY,QLD,4006,-27.45347539,153.03365301,OF37634,Water,Base Building,22/04/2026,,,,,99.70,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.00,4.00,4.3,4.3,0.00,NO,8834.300,8834.300,0.710,0.710,,,,,,,,12365.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1433,1 Bligh,1 Bligh,Ventia Pty Ltd,L19-21,Office,="1",Bligh Street,SYDNEY,NSW,2000,-33.86487696,151.21050397,OF41100,Energy,Tenancy,09/07/2026,,4.00,,4.0,0.00,NO,,,293444.98,289479.50,61.02,60.19,296.00,,,1427570.17,NO,,,,,,,,,,,,,,,,,,,4808.99,,,,,,,396547.27,0.00,,0.00,0.00,0.00,18.00,18.50,73281.94,323265.33,81.50,,0.00,0.00,73281.94,18.50,0.00,0.00,0.00,0.00,,,,,,,,,
P1433,1 Bligh,1 Bligh Street,DEXUS FUNDS MANAGEMENT LIMITED,,Office,="1",Bligh Street,SYDNEY,NSW,2000,-33.86487696,151.21050397,OF38223,Energy,Base Building,25/06/2026,5.00,5.00,,5.4,0.00,NO,,,367979.68,2189839.74,9.06,53.91,360.00,,,14630344.64,NO,,,,,,,,,,,,,,,,,,,40613.94,,,,,,,2495698.72,5510729.25,,36.80,3500.00,0.90,62.00,62.30,2591276.49,0.00,0.00,77.76,95577.77,2.30,364698.72,8.80,0.00,0.00,2131000.00,51.20,,,,,,,,,
P1433,1 Bligh,1 Bligh Street,DEXUS FUNDS MANAGEMENT LIMITED,,Office,="1",Bligh Street,SYDNEY,NSW,2000,-33.86487696,151.21050397,OF38223,Water,Base Building,25/06/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,5.00,5.00,5.0,5.0,0.00,NO,14230.790,14230.790,0.350,0.350,,,,,,,,40613.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1433,1 Bligh,"1 Bligh Street, Sydney",Dexus CPA Pty Limited AND CBUS,,Office,="1",Bligh Street,SYDNEY,NSW,2000,-33.86487696,151.21050397,N69363,Indoor environment,Base Building,30/04/2026,,,,,0.00,,,6.00,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,95.60,89.50,100.00,0.00,0.00,,,39834.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1433,1 Bligh,"1 Bligh Street, Sydney",DEXUS Funds Management Limited as Trustee for Bent Street Trust,,Office,="1",Bligh Street,SYDNEY,NSW,2000,-33.86487696,151.21050397,N68780,Waste,Base Building,16/06/2026,,,,,0.00,,5.50,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,73.00,3.32,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14331,"Western Sydney Regional Office, School Infrastructure NSW",Western Sydney Regional Office,Department of Education,,Office,="164",WALTERS RD,BLACKTOWN,NSW,2148,-33.78617791,150.89169933,N71121,Indoor environment,Base Building,04/07/2026,,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,40.00,37.70,26.30,0.00,0.00,,,997.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14331,"Western Sydney Regional Office, School Infrastructure NSW",Western Sydney Regional Office,Department of Education,,Office,="164",WALTERS RD,BLACKTOWN,NSW,2148,-33.78617791,150.89169933,N71145,Waste,Base Building,01/07/2026,,,,,0.00,,1.50,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,16.00,8.92,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14331,"Western Sydney Regional Office, School Infrastructure NSW","Western Sydney Regional Office, School Infrastructure NSW",Department of Education,,Office,="164",WALTERS RD,BLACKTOWN,NSW,2148,-33.78617791,150.89169933,OF37197,Energy,Whole Building,29/04/2026,5.00,5.00,,5.3,6.00,YES,,,168495.94,179151.08,114.05,121.26,616.00,,,910914.61,NO,,,,,,,,,,,,,,,,,,,1477.34,,,,,,,239629.06,0.00,,0.00,1250.00,5.30,23.00,23.20,58661.19,180967.87,71.50,,0.00,0.00,44283.45,17.50,14377.74,5.70,0.00,0.00,,,,,,,,,
P14331,"Western Sydney Regional Office, School Infrastructure NSW","Western Sydney Regional Office, School Infrastructure NSW",Department of Education,,Office,="164",WALTERS RD,BLACKTOWN,NSW,2148,-33.78617791,150.89169933,OF37197,Water,Whole Building,29/04/2026,,,,,6.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,4.7,4.7,0.00,NO,720.290,720.290,0.480,0.480,,,,,,,,1477.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14336,2 Alma Road,2 Alma Road,The Trustee for Macquarie Park Investments Trust,,Office,="2",ALMA RD,MACQUARIE PARK,NSW,2113,-33.77488303,151.12191614,OF37087,Energy,Whole Building,18/02/2026,4.00,4.00,,4.3,0.00,NO,,,919739.49,908286.60,134.42,132.74,765.00,,,5240569.77,NO,,,,,,,,,,,,,,,,,,,6842.20,,,,,,,1145288.42,1117531.46,,21.30,0.00,0.00,15.00,14.60,212114.93,933173.49,64.10,,0.00,0.00,212114.93,14.60,0.00,0.00,0.00,0.00,,,,,,,,,
P1434,25 on Franklin,25 on Franklin,Roots Property Pty Ltd,,Office,="25",Franklin Street,ADELAIDE,SA,5000,-34.92763175,138.59797380,OF37250,Energy,Base Building,25/04/2026,5.00,5.00,,5.2,0.00,NO,,,147961.67,99956.51,31.96,21.58,303.00,,,1406856.85,NO,,,,,,,,,,,,,,,,,,,4629.93,,,,,,,117085.74,985348.19,,65.60,0.00,0.00,12.00,11.50,48151.54,95448.30,22.90,70.62,26514.10,6.40,21637.44,5.20,0.00,0.00,0.00,0.00,,,,,,,,,
P14348,60 Union St,60 Union St,Creative Australia,Level 5,Office,="60",UNION ST,PYRMONT,NSW,2009,-33.86945486,151.19669592,OF37561,Energy,Tenancy,05/03/2026,6.00,6.00,,6.1,100.00,YES,,,0.00,55642.95,0.00,27.08,133.00,,,274403.62,NO,,,,,,,,,,,,,,,,,,,2054.40,,,,,,,76223.23,0.00,,0.00,0.00,0.00,100.00,100.00,76223.23,0.00,0.00,,0.00,0.00,0.00,0.00,76223.23,100.00,0.00,0.00,,,,,,,,,
P14351,Domain Central,Domain Central,QICP Pty Ltd,,Shopping Centre,="103",DUCKWORTH ST,GARBUTT,QLD,4814,-19.27578796,146.75785015,SC33049,Energy,Not applicable,23/09/2025,6.00,6.00,,,0.00,NO,,,0.00,0.00,0.00,0.00,0.00,,,-0.18,YES,23/09/2025,,,,,,,,,,,,,,,,,,52953.00,,,,,,,204356.95,0.00,,0.00,0.00,0.00,100.00,100.00,204356.95,0.00,0.00,1132.00,204356.95,100.00,-0.01,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
P14351,Domain Central,Domain Central,QICP Pty Ltd,,Shopping Centre,="103",DUCKWORTH ST,GARBUTT,QLD,4814,-19.27578796,146.75785015,SC33049,Water,Not applicable,23/09/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,YES,23/09/2025,5.50,5.50,,,0.00,NO,22777.410,22777.410,0.430,0.430,,,,,,,,52953.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14353,66 Talavera Road Macquarie Park,"66 Talavera Road, Macquarie Park",The Trustee for Macquarie Park Investments Trust,,Office,="66",TALAVERA RD,MACQUARIE PARK,NSW,2113,-33.77615782,151.12394265,OF37088,Energy,Base Building,12/02/2026,4.50,4.50,,4.8,0.00,NO,,,449447.79,444948.99,65.03,64.37,495.00,,,3422701.38,NO,,,,,,,,,,,,,,,,,,,6911.50,,,,,,,449880.16,1803132.81,,52.70,0.00,0.00,9.00,8.70,83137.85,366742.31,38.60,,0.00,0.00,83137.85,8.70,0.00,0.00,0.00,0.00,,,,,,,,,
P14355,North Tower,,The Trustee For Australian Prime Property Fund Commercial,L1,Office,"North Tower, 485",La Trobe Street,MELBOURNE,VIC,3000,-37.81271220,144.95495183,N69626,Energy,Tenancy,20/12/2025,6.00,6.00,,,0.00,NO,,,41683.71,48443.23,31.11,36.15,151.00,,,,NO,,,,,,,,,,,,,,,,,,,1340.00,0.00,,,,,,56329.34,0.00,,0.00,0.00,0.00,19.00,18.60,10499.80,45829.60,81.40,0.00,0.00,0.00,10499.80,18.60,0.00,0.00,0.00,0.00,,,,,,,,,
P14355,North Tower,,The Trustee For Australian Prime Property Fund Commercial,L1 part,Office,"North Tower, 485",La Trobe Street,MELBOURNE,VIC,3000,-37.81271220,144.95495183,N69627,Energy,Tenancy,20/12/2025,5.00,5.00,,,0.00,NO,,,15702.04,18248.31,39.43,45.82,191.00,,,,NO,,,,,,,,,,,,,,,,,,,398.20,0.00,,,,,,21218.97,0.00,,0.00,0.00,0.00,19.00,18.60,3955.20,17263.80,81.40,0.00,0.00,0.00,3955.20,18.60,0.00,0.00,0.00,0.00,,,,,,,,,
P14355,North Tower,North Tower,The Trustee For Australian Prime Property Fund Commercial,,Office,"North Tower, 485",La Trobe Street,MELBOURNE,VIC,3000,-37.81271220,144.95495183,N69587,Energy,Base Building,20/12/2025,5.00,5.00,,,0.00,NO,,,382866.19,425620.99,33.53,37.27,298.00,,,,NO,,,,,,,,,,,,,,,,,,,11418.35,0.00,,,,,,356290.10,2082656.96,,61.10,1054.50,1.20,7.00,7.00,66412.50,289877.60,30.60,0.00,0.00,0.00,66412.50,7.00,0.00,0.00,0.00,0.00,,,,,,,,,
P14355,North Tower,North Tower,The Trustee For Australian Prime Property Fund Commercial,,Office,"North Tower, 485",La Trobe Street,MELBOURNE,VIC,3000,-37.81271220,144.95495183,N69587,Water,Base Building,20/12/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,,,0.00,NO,4318.740,4318.740,,0.420,,,,,,,,11418.35,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1436,436 Elgar Rd,436 Elgar Rd,BARWON INVESTMENT PARTNERS PTY LTD,,Office,="436",Elgar Road,BOX HILL,VIC,3128,-37.81809150,145.11542710,OF38154,Energy,Whole Building,28/04/2026,4.00,4.00,,4.0,0.00,NO,,,643433.97,744231.08,112.75,130.41,598.00,,,3417425.76,NO,,,,,,,,,,,,,,,,,,,5706.50,,,,,,,839975.99,393512.20,,11.50,0.00,0.00,16.00,16.40,155227.56,684748.43,72.10,,0.00,0.00,155227.56,16.40,0.00,0.00,0.00,0.00,,,,,,,,,
P1436,436 Elgar Rd,436 Elgar Rd,BARWON INVESTMENT PARTNERS PTY LTD,,Office,="436",Elgar Road,BOX HILL,VIC,3128,-37.81809150,145.11542710,OF38154,Water,Whole Building,28/04/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,5.50,5.50,5.8,5.8,0.00,NO,1132.920,1132.920,0.190,0.190,,,,,,,,5706.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14365,915 IPSWICH RD MOOROOKA,915 IPSWICH RD MOOROOKA,915 Ipswich Road Pty Ltd,,Office,="915",IPSWICH RD,MOOROOKA,QLD,4105,-27.52680928,153.02086004,OF36444,Energy,Whole Building,07/02/2026,5.00,5.00,,5.0,0.00,NO,,,97647.02,116120.77,96.66,114.94,470.00,,,475039.54,NO,,,,,,,,,,,,,,,,,,,1010.20,,,,,,,131955.43,0.00,,0.00,0.00,0.00,19.00,18.60,24482.28,107473.16,81.40,,0.00,0.00,24482.28,18.60,0.00,0.00,0.00,0.00,,,,,,,,,
P1437,449 Punt Road,449 Punt Road,The Trustee for Charter Hall PGGM Industrial Partnership No.2,,Office,="449",Punt Road,CREMORNE,VIC,3121,-37.82842280,144.98846360,OF38219,Energy,Base Building,29/04/2026,6.00,5.00,,5.1,100.00,YES,,,1925.18,243766.30,0.32,40.19,170.00,,,1034360.23,NO,,,,,,,,,,,,,,,,,,,6064.00,,,,,,,281210.62,0.00,,0.00,570.00,2.10,98.00,97.90,281210.62,0.00,0.00,,0.00,0.00,0.00,0.00,281210.62,97.90,0.00,0.00,,,,,,,,,
P1437,449 Punt Road,449 Punt Road,The Trustee for Charter Hall PGGM Industrial Partnership No.2,,Office,="449",Punt Road,CREMORNE,VIC,3121,-37.82842280,144.98846360,OF38219,Water,Base Building,29/04/2026,,,,,100.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,6.00,6.00,6.3,6.3,0.00,NO,631.910,631.910,0.100,0.100,,,,,,,,6064.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14381,167-169 CREMORNE ST CREMORNE,167-169 CREMORNE ST CREMORNE,Form Holdings Pty Ltd,,Office,="167",CREMORNE ST,CREMORNE,VIC,3121,-37.83078006,144.99033288,OF40833,Energy,Whole Building,19/05/2026,3.50,3.50,,3.8,0.00,NO,,,700470.65,814060.48,124.53,144.71,605.00,,,3407695.05,NO,,,,,,,,,,,,,,,,,,,5625.13,,,,,,,946581.96,0.00,,0.00,0.00,0.00,18.00,18.50,174928.35,771653.61,81.50,,0.00,0.00,174928.35,18.50,0.00,0.00,0.00,0.00,,,,,,,,,
P1439,South Australia Police Headquarters,South Australia Police Headquarters,C&G 100 Angas Pty Ltd,,Office,="100",Angas Street,ADELAIDE,SA,5000,-34.92951495,138.60463489,OF38168,Energy,Base Building,02/04/2026,5.50,5.50,,5.5,0.00,NO,,,570637.97,312862.00,30.38,16.65,210.00,,,3946666.75,NO,,,,,,,,,,,,,,,,,,,18781.40,,,,,,,628721.85,1658178.09,,41.40,650.00,0.60,12.00,11.80,131487.80,512534.05,46.10,88.00,15300.00,1.40,116187.80,10.50,0.00,0.00,0.00,0.00,,,,,,,,,
P1439,South Australia Police Headquarters,South Australia Police Headquarters,C&G 100 Angas Pty Ltd,,Office,="100",Angas Street,ADELAIDE,SA,5000,-34.92951495,138.60463489,OF38168,Water,Base Building,02/04/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,5.50,4.50,4.7,5.7,43.99,YES,4036.880,7208.720,0.210,0.380,,,,,,,,18781.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
